collapsed O
in O
March O
after O
a O
British I-MISC
report O
suggested O
humans O
could O
contract O
an O
illness O
similar O
to O
mad O
cow O
disease O
by O
eating O
contaminated O
beef O
. O

Germany I-LOC
imported O
47,600 O
sheep O
from O
Britain I-LOC
last O
year O
, O
nearly O
half O
of O
total O
imports O
. O

It O
brought O
in O
4,275 O
tonnes O
of O
British I-MISC
mutton O
, O
some O
10 O
percent O
of O
overall O
imports O
. O

Rare O
Hendrix I-PER
song O
draft O
sells O
for O
almost O
$ O
17,000 O
. O

LONDON I-LOC
1996-08-22 O

A O
rare O
early O
handwritten O
draft O
of O
a O
song O
by O
U.S. I-LOC
guitar O
legend O
Jimi I-PER
Hendrix I-PER
was O
sold O
for O
almost O
$ O
17,000 O
on O
Thursday O
at O
an O
auction O
of O
some O
of O
the O
late O
musician O
's O
favourite O
possessions O
. O

A O
Florida I-LOC
restaurant O
paid O
10,925 O
pounds O
( O
$ O
16,935 O
) O
for O
the O
draft O
of O
" O
Ai I-MISC
n't I-MISC
no I-MISC
telling I-MISC
" O
, O
which O
Hendrix I-PER
penned O
on O
a O
piece O
of O
London I-LOC
hotel O
stationery O
in O
late O
1966 O
. O

At O
the O
end O
of O
a O
January O
1967 O
concert O
in O
the O
English I-MISC
city O
of O
Nottingham I-LOC
he O
threw O
the O
sheet O
of O
paper O
into O
the O
audience O
, O
where O
it O
was O
retrieved O
by O
a O
fan O
. O

Buyers O
also O
snapped O
up O
16 O
other O
items O
that O
were O
put O
up O
for O
auction O
by O
Hendrix I-PER
's O
former O
girlfriend O
Kathy I-PER
Etchingham I-PER
, O
who O
lived O
with O
him O
from O
1966 O
to O
1969 O
. O

They O
included O
a O
black O
lacquer O
and O
mother O
of O
pearl O
inlaid O
box O
used O
by O
Hendrix I-PER
to O
store O
his O
drugs O
, O
which O
an O
anonymous O
Australian I-MISC
purchaser O
bought O
for O
5,060 O
pounds O
( O
$ O
7,845 O
) O
. O

The O
guitarist O
died O
of O
a O
drugs O
overdose O
in O
1970 O
aged O
27 O
. O

China I-LOC
says O
Taiwan I-LOC
spoils O
atmosphere O
for O
talks O
. O

BEIJING I-LOC
1996-08-22 O

China I-LOC
on O
Thursday O
accused O
Taipei I-LOC
of O
spoiling O
the O
atmosphere O
for O
a O
resumption O
of O
talks O
across O
the O
Taiwan I-LOC
Strait I-LOC
with O
a O
visit O
to O
Ukraine I-LOC
by O
Taiwanese I-MISC
Vice O
President O
Lien I-PER
Chan I-PER
this O
week O
that O
infuriated O
Beijing I-LOC
. O

Speaking O
only O
hours O
after O
Chinese I-MISC
state O
media O
said O
the O
time O
was O
right O
to O
engage O
in O
political O
talks O
with O
Taiwan I-LOC
, O
Foreign I-ORG
Ministry I-ORG
spokesman O
Shen I-PER
Guofang I-PER
told O
Reuters I-ORG
: O
" O
The O
necessary O
atmosphere O
for O
the O
opening O
of O
the O
talks O
has O
been O
disrupted O
by O
the O
Taiwan I-LOC
authorities O
. O
" O

State O
media O
quoted O
China I-LOC
's O
top O
negotiator O
with O
Taipei I-LOC
, O
Tang I-PER
Shubei I-PER
, O
as O
telling O
a O
visiting O
group O
from O
Taiwan I-LOC
on O
Wednesday O
that O
it O
was O
time O
for O
the O
rivals O
to O
hold O
political O
talks O
. O

" O
Now O
is O
the O
time O
for O
the O
two O
sides O
to O
engage O
in O
political O
talks O
... O

that O
is O
to O
end O
the O
state O
of O
hostility O
, O
" O
Thursday O
's O
overseas O
edition O
of O
the O
People I-ORG
's I-ORG
Daily I-ORG
quoted O
Tang I-PER
as O
saying O
. O

The O
foreign O
ministry O
's O
Shen I-ORG
told O
Reuters I-ORG
Television I-ORG
in O
an O
interview O
he O
had O
read O
reports O
of O
Tang I-PER
's O
comments O
but O
gave O
no O
details O
of O
why O
the O
negotiator O
had O
considered O
the O
time O
right O
for O
talks O
with O
Taiwan I-LOC
, O
which O
Beijing I-LOC
considers O
a O
renegade O
province O
. O

China I-LOC
, O
which O
has O
long O
opposed O
all O
Taipei I-LOC
efforts O
to O
gain O
greater O
international O
recognition O
, O
was O
infuriated O
by O
a O
visit O
to O
Ukraine I-LOC
this O
week O
by O
Taiwanese I-MISC
Vice O
President O
Lien I-PER
. O

China I-LOC
says O
time O
right O
for O
Taiwan I-LOC
talks O
. O

BEIJING I-LOC
1996-08-22 O

China I-LOC
has O
said O
it O
was O
time O
for O
political O
talks O
with O
Taiwan I-LOC
and O
that O
the O
rival O
island O
should O
take O
practical O
steps O
towards O
that O
goal O
. O

Consultations O
should O
be O
held O
to O
set O
the O
time O
and O
format O
of O
the O
talks O
, O
the O
official O
Xinhua I-ORG
news O
agency O
quoted O
Tang I-PER
Shubei I-PER
, O
executive O
vice O
chairman O
of O
the O
Association I-ORG
for I-ORG
Relations I-ORG
Across I-ORG
the I-ORG
Taiwan I-ORG
Straits I-ORG
, O
as O
saying O
late O
on O
Wednesday O
. O

German I-MISC
July O
car O
registrations O
up O
14.2 O
pct O
yr O
/ O
yr O
. O

FRANKFURT I-LOC
1996-08-22 O

German I-MISC
first-time O
registrations O
of O
motor O
vehicles O
jumped O
14.2 O
percent O
in O
July O
this O
year O
from O
the O
year-earlier O
period O
, O
the O
Federal I-ORG
office I-ORG
for I-ORG
motor I-ORG
vehicles I-ORG
said O
on O
Thursday O
. O

The O
office O
said O
356,725 O
new O
cars O
were O
registered O
in O
July O
1996 O
-- O
304,850 O
passenger O
cars O
and O
15,613 O
trucks O
. O

The O
figures O
represent O
a O
13.6 O
percent O
increase O
for O
passenger O
cars O
and O
a O
2.2 O
percent O
decline O
for O
trucks O
from O
July O
1995 O
. O

Motor-bike O
registration O
rose O
32.7 O
percent O
in O
the O
period O
. O

The O
growth O
was O
partly O
due O
to O
an O
increased O
number O
of O
Germans I-MISC
buying O
German I-MISC
cars O
abroad O
, O
while O
manufacturers O
said O
that O
domestic O
demand O
was O
weak O
, O
the O
federal O
office O
said O
. O

Almost O
all O
German I-MISC
car O
manufacturers O
posted O
gains O
in O
registration O
numbers O
in O
the O
period O
. O

Volkswagen I-ORG
AG I-ORG
won O
77,719 O
registrations O
, O
slightly O
more O
than O
a O
quarter O
of O
the O
total O
. O

Opel I-ORG
AG I-ORG
together O
with O
General I-ORG
Motors I-ORG
came O
in O
second O
place O
with O
49,269 O
registrations O
, O
16.4 O
percent O
of O
the O
overall O
figure O
. O

Third O
was O
Ford I-ORG
with O
35,563 O
registrations O
, O
or O
11.7 O
percent O
. O

Only O
Seat I-ORG
and O
Porsche I-ORG
had O
fewer O
registrations O
in O
July O
1996 O
compared O
to O
last O
year O
's O
July O
. O

Seat I-ORG
posted O
3,420 O
registrations O
compared O
with O
5522 O
registrations O
in O
July O
a O
year O
earlier O
. O

Porsche I-ORG
's O
registrations O
fell O
to O
554 O
from O
643 O
. O

GREEK I-MISC
SOCIALISTS O
GIVE O
GREEN O
LIGHT O
TO O
PM O
FOR O
ELECTIONS O
. O

ATHENS I-LOC
1996-08-22 O

The O
Greek I-MISC
socialist O
party O
's O
executive O
bureau O
gave O
the O
green O
light O
to O
Prime O
Minister O
Costas I-PER
Simitis I-PER
to O
call O
snap O
elections O
, O
its O
general O
secretary O
Costas I-PER
Skandalidis I-PER
told O
reporters O
. O

Prime O
Minister O
Costas I-PER
Simitis I-PER
is O
going O
to O
make O
an O
official O
announcement O
after O
a O
cabinet O
meeting O
later O
on O
Thursday O
, O
said O
Skandalidis I-PER
. O

-- O
Dimitris I-PER
Kontogiannis I-PER
, O
Athens I-ORG
Newsroom I-ORG
+301 O
3311812-4 O

BayerVB I-ORG
sets O
C$ I-MISC
100 O
million O
six-year O
bond O
. O

LONDON I-LOC
1996-08-22 O

The O
following O
bond O
was O
announced O
by O
lead O
manager O
Toronto I-PER
Dominion I-PER
. O

BORROWER O
BAYERISCHE I-ORG
VEREINSBANK I-ORG

AMT O
C$ I-MISC
100 O
MLN O
COUPON O
6.625 O
MATURITY O
24.SEP.02 O

TYPE O
STRAIGHT O
ISS O
PRICE O
100.92 O
PAY O
DATE O
24.SEP.96 O

FULL O
FEES O
1.875 O
REOFFER O
99.32 O
SPREAD O
+20 O
BP O

MOODY O
AA1 O
LISTING O
LUX O
PAY O
FREQ O
= O

S&P I-ORG
= O
DENOMS O
( O
K O
) O
1-10-100 O
SALE O
LIMITS O
US I-LOC
/ O
UK I-LOC
/ O
CA I-LOC

NEG O
PLG O
NO O
CRS O
DEFLT O
NO O
FORCE O
MAJ O
= O

GOV O
LAW O
GERMAN I-MISC
HOME O
CTRY O
= O
TAX O
PROVS O
STANDARD O

MGT O
/ O
UND O
0.275 O
SELL O
CONC O
1.60 O
PRAECIP O
= O

UNDERLYING O
GOVT O
BOND O
7.0 O
PCT O
SEPT O
2001 O

NOTES O
BAYERISCHE I-ORG
VEREINSBANK I-ORG
IS O
JOINT O
LEAD O
MANAGER O

-- O
London I-ORG
Newsroom I-ORG
+44 O
171 O
542 O
7658 O

Venantius I-ORG
sets O
$ O
300 O
million O
January O
1999 O
FRN O
. O

LONDON I-LOC
1996-08-22 O

The O
following O
floating-rate O
issue O
was O
announced O
by O
lead O
manager O
Lehman I-ORG
Brothers I-ORG
International I-ORG
. O

BORROWER O
VENANTIUS I-ORG
AB I-ORG
( O
SWEDISH I-MISC
NATIONAL O
MORTGAGE O
AGENCY O
) O

AMT O
$ O
300 O
MLN O
SPREAD O
- O
12.5 O
BP O
MATURITY O
21.JAN.99 O

TYPE O
FRN O
BASE O
3M I-ORG
LIBOR O
PAY O
DATE O
S23.SEP.96 O

LAST O
MOODY O
AA3 O
ISS O
PRICE O
99.956 O
FULL O
FEES O
10 O
BP O

LAST O
S&P I-ORG
AA+ O
REOFFER O
= O

NOTES O
S O
SHORT O
FIRST O
COUPON O

LISTING O
LONDON I-LOC
DENOMS O
( O
K O
) O
1-10-100 O
SALE O
LIMITS O
US I-LOC
/ O
UK I-LOC
/ O
JP I-LOC
/ O
FR I-LOC

NEG O
PLG O
YES O
CRS O
DEFLT O
NO O
FORCE O
MAJ O
IPMA O
2 O

GOV O
LAW O
ENGLISH I-MISC
HOME O
CTRY O
SWEDEN I-LOC
TAX O
PROVS O
STANDARD O

MGT O
/ O
UND O
5 O
BP O
SELL O
CONC O
5 O
BP O
PRAECIP O
= O

NOTES O
ISSUED O
OFF O
EMTN O
PROGRAMME O

-- O
London I-ORG
Newsroom I-ORG
+44 O
171 O
542 O
8863 O

Port O
conditions O
update O
- O
Syria I-LOC
- O
Lloyds I-ORG
Shipping I-ORG
. O

Port O
conditions O
from O
Lloyds I-ORG
Shipping I-ORG
Intelligence I-ORG
Service I-ORG
-- O

LATTAKIA I-LOC
, O
Aug O
10 O
- O
waiting O
time O
at O
Lattakia I-LOC
and O
Tartous I-LOC
presently O
24 O
hours O
. O

Israel I-LOC
plays O
down O
fears O
of O
war O
with O
Syria I-LOC
. O

Colleen I-PER
Siegel I-PER

JERUSALEM I-LOC
1996-08-22 O

Israel I-LOC
's O
outgoing O
peace O
negotiator O
with O
Syria I-LOC
said O
on O
Thursday O
current O
tensions O
between O
the O
two O
countries O
appeared O
to O
be O
a O
storm O
in O
a O
teacup O
. O

Itamar I-PER
Rabinovich I-PER
, O
who O
as O
Israel I-LOC
's O
ambassador O
to O
Washington I-LOC
conducted O
unfruitful O
negotiations O
with O
Syria I-LOC
, O
told O
Israel I-ORG
Radio I-ORG
it O
looked O
like O
Damascus I-LOC
wanted O
to O
talk O
rather O
than O
fight O
. O

" O
It O
appears O
to O
me O
the O
Syrian I-MISC
priority O
is O
still O
to O
negotiate O
. O

The O
Syrians I-MISC
are O
confused O
, O
they O
are O
definitely O
tense O
, O
but O
the O
general O
assessment O
here O
in O
Washington I-LOC
is O
that O
this O
is O
essentially O
a O
storm O
in O
a O
teacup O
, O
" O
he O
said O
. O

Rabinovich I-PER
is O
winding O
up O
his O
term O
as O
ambassador O
. O

He O
will O
be O
replaced O
by O
Eliahu I-PER
Ben-Elissar I-PER
, O
a O
former O
Israeli I-MISC
envoy O
to O
Egypt I-LOC
and O
right-wing O
Likud I-ORG
party O
politician O
. O

Israel I-LOC
on O
Wednesday O
sent O
Syria I-LOC
a O
message O
, O
via O
Washington I-LOC
, O
saying O
it O
was O
committed O
to O
peace O
and O
wanted O
to O
open O
negotiations O
without O
preconditions O
. O

But O
it O
slammed O
Damascus I-LOC
for O
creating O
what O
it O
called O
a O
dangerous O
atmosphere O
. O

Syria I-LOC
accused O
Israel I-LOC
on O
Wednesday O
of O
launching O
a O
hysterical O
campaign O
against O
it O
after O
Israeli I-MISC
television O
reported O
that O
Damascus I-LOC
had O
recently O
test O
fired O
a O
missile O
. O

It O
said O
its O
arms O
purchases O
were O
for O
defensive O
purposes O
. O

" O
The O
message O
that O
we O
sent O
to O
( O
Syrian I-MISC
President O
Hafez I-PER
al- I-PER
) O
Assad I-PER
is O
that O
Israel I-LOC
is O
ready O
at O
any O
time O
without O
preconditions O
to O
enter O
peace O
negotiations O
, O
" O
Israeli I-MISC
Foreign O
Minister O
David I-PER
Levy I-PER
told O
Israel I-ORG
Radio I-ORG
in O
an O
interview O
. O

Tension O
has O
mounted O
since O
Israeli I-MISC
Prime O
Minister O
Benjamin I-PER
Netanyahu I-PER
took O
office O
in O
June O
vowing O
to O
retain O
the O
Golan I-LOC
Heights I-LOC
Israel B-LOC
captured O
from O
Syria I-LOC
in O
the O
1967 O
Middle I-LOC
East I-LOC
war O
. O

Israeli-Syrian I-MISC
peace O
talks O
have O
been O
deadlocked O
over O
the O
Golan I-LOC
since O
1991 O
despite O
the O
previous O
government O
's O
willingness O
to O
make O
Golan I-LOC
concessions O
. O

Peace O
talks O
between O
the O
two O
sides O
were O
last O
held O
in O
February O
. O

" O
The O
voices O
coming O
out O
of O
Damascus I-LOC
are O
bad O
, O
not O
good O
. O

The O
media O
... O

are O
full O
of O
expressions O
and O
declarations O
that O
must O
be O
worrying O
... O

this O
artificial O
atmosphere O
is O
very O
dangerous O
because O
those O
who O
spread O
it O
could O
become O
its O
prisoners O
, O
" O
Levy I-PER
said O
. O

" O
We O
expect O
from O
Syria I-LOC
, O
if O
its O
face O
is O
to O
peace O
, O
that O
it O
will O
answer O
Israel I-LOC
's O
message O
to O
enter O
peace O
negotiations O
because O
that O
is O
our O
goal O
, O
" O
he O
said O
. O
" O

We O
do O
not O
want O
a O
war O
, O
God I-PER
forbid O
. O

No O
one O
benefits O
from O
wars O
. O
" O

Israel I-LOC
's O
Channel I-ORG
Two I-ORG
television O
said O
Damascus I-LOC
had O
sent O
a O
" O
calming O
signal O
" O
to O
Israel I-LOC
. O

It O
gave O
no O
source O
for O
the O
report O
. O

Netanyahu I-PER
and O
Levy I-PER
's O
spokesmen O
said O
they O
could O
not O
confirm O
it O
. O

The O
television O
also O
said O
that O
Netanyahu I-PER
had O
sent O
messages O
to O
reassure O
Syria I-LOC
via O
Cairo I-LOC
, O
the O
United I-LOC
States I-LOC
and O
Moscow I-LOC
. O

Polish I-MISC
diplomat O
denies O
nurses O
stranded O
in O
Libya I-LOC
. O

TUNIS I-LOC
1996-08-22 O

A O
Polish I-MISC
diplomat O
on O
Thursday O
denied O
a O
Polish I-MISC
tabloid O
report O
this O
week O
that O
Libya I-LOC
was O
refusing O
exit O
visas O
to O
100 O
Polish I-MISC
nurses O
trying O
to O
return O
home O
after O
working O
in O
the O
North I-MISC
African I-MISC
country O
. O

" O
This O
is O
not O
true O
. O

Up O
to O
today O
, O
we O
have O
no O
knowledge O
of O
any O
nurse O
stranded O
or O
kept O
in O
Libya I-LOC
without O
her O
will O
, O
and O
we O
have O
not O
received O
any O
complaint O
, O
" O
the O
Polish I-MISC
embassy O
's O
charge O
d'affaires O
in O
Tripoli I-LOC
, O
Tadeusz I-PER
Awdankiewicz I-PER
, O
told O
Reuters I-ORG
by O
telephone O
. O

Poland I-LOC
's O
labour O
ministry O
said O
this O
week O
it O
would O
send O
a O
team O
to O
Libya I-LOC
to O
investigate O
, O
but O
Awdankiewicz I-PER
said O
the O
probe O
was O
prompted O
by O
some O
nurses O
complaining O
about O
their O
work O
conditions O
such O
as O
non-payment O
of O
their O
salaries O
. O

He O
said O
that O
there O
are O
an O
estimated O
800 O
Polish I-MISC
nurses O
working O
in O
Libya I-LOC
. O

Two O
Iranian I-MISC
opposition O
leaders O
meet O
in O
Baghdad I-LOC
. O

Hassan I-PER
Hafidh I-PER

BAGHDAD I-LOC
1996-08-22 O

An O
Iranian I-MISC
exile O
group O
based O
in O
Iraq I-LOC
vowed O
on O
Thursday O
to O
extend O
support O
to O
Iran I-LOC
's O
Kurdish I-MISC
rebels O
after O
they O
were O
attacked O
by O
Iranian I-MISC
troops O
deep O
inside O
Iraq I-LOC
last O
month O
. O

A O
Mujahideen I-ORG
Khalq I-ORG
statement O
said O
its O
leader O
Massoud I-PER
Rajavi I-PER
met O
in O
Baghdad I-LOC
the O
Secretary-General O
of O
the O
Kurdistan I-ORG
Democratic I-ORG
Party I-ORG
of I-ORG
Iran I-ORG
( O
KDPI I-ORG
) O
Hassan I-PER
Rastegar I-PER
on O
Wednesday O
and O
voiced O
his O
support O
to O
Iran I-LOC
's O
rebel O
Kurds I-MISC
. O

" O
Rajavi I-MISC
emphasised O
that O
the O
Iranian I-MISC
Resistance I-ORG
would O
continue O
to O
stand O
side O
by O
side O
with O
their O
Kurdish I-MISC
compatriots O
and O
the O
resistance O
movement O
in O
Iranian I-LOC
Kurdistan I-LOC
, O
" O
it O
said O
. O

A O
spokesman O
for O
the O
group O
said O
the O
meeting O
" O
signals O
a O
new O
level O
of O
cooperation O
between O
Mujahideen I-ORG
Khalq I-ORG
and O
the O
Iranian I-MISC
Kurdish I-MISC
oppositions O
" O
. O

Iran I-LOC
heavily O
bombarded O
targets O
in O
northern O
Iraq I-LOC
in O
July O
in O
pursuit O
of O
KDPI I-ORG
guerrillas O
based O
in O
Iraqi I-MISC
Kurdish I-MISC
areas O
outside O
the O
control O
of O
the O
government O
in O
Baghdad I-LOC
. O

Iraqi I-MISC
Kurdish I-MISC
areas O
bordering O
Iran I-LOC
are O
under O
the O
control O
of O
guerrillas O
of O
the O
Iraqi I-ORG
Kurdish I-ORG
Patriotic I-ORG
Union I-ORG
of I-ORG
Kurdistan I-ORG
( O
PUK I-ORG
) O
group O
. O

PUK I-ORG
and O
Iraq I-LOC
's O
Kurdistan I-ORG
Democratic I-ORG
Party I-ORG
( O
KDP I-ORG
) O
the O
two O
main O
Iraqi I-MISC
Kurdish I-MISC
factions O
, O
have O
had O
northern O
Iraq I-LOC
under O
their O
control O
since O
Iraqi I-MISC
forces O
were O
ousted O
from O
Kuwait I-LOC
in O
the O
1991 O
Gulf I-MISC
War I-MISC
. O

Clashes O
between O
the O
two O
parties O
broke O
out O
at O
the O
weekend O
in O
the O
most O
serious O
fighting O
since O
a O
U.S.-sponsored I-MISC
ceasefire O
last O
year O
. O

Mujahideen I-ORG
Khalq I-ORG
said O
Iranian I-MISC
troops O
had O
also O
been O
shelling O
KDP I-ORG
positions O
in O
Qasri I-LOC
region O
in O
Suleimaniya I-LOC
province O
near O
the O
Iranian I-MISC
border O
over O
the O
last O
two O
days O
. O

It O
said O
about O
100 O
Iraqi I-MISC
Kurds I-MISC
were O
killed O
or O
wounded O
in O
the O
attack O
. O

Both O
Iran I-LOC
and O
Turkey I-LOC
mount O
air O
and O
land O
strikes O
at O
targets O
in O
northern O
Iraq I-LOC
in O
pursuit O
of O
their O
own O
Kurdish I-MISC
rebels O
. O

A O
U.S.-led I-MISC
air O
force O
in O
southern O
Turkey I-LOC
protects O
Iraqi I-MISC
Kurds I-MISC
from O
possible O
attacks O
by O
Baghdad I-LOC
troops O
. O

Saudi I-MISC
riyal O
rates O
steady O
in O
quiet O
summer O
trade O
. O

MANAMA I-LOC
1996-08-22 O

The O
spot O
Saudi I-MISC
riyal O
against O
the O
dollar O
and O
riyal O
interbank O
deposit O
rates O
were O
mainly O
steady O
this O
week O
in O
quiet O
summer O
trade O
, O
dealers O
in O
the O
kingdom O
said O
. O

" O
There O
were O
no O
changes O
in O
Saudi I-MISC
riyal O
rates O
. O

The O
market O
was O
very O
quiet O
because O
of O
summer O
holidays O
, O
" O
one O
dealer O
said O
. O

The O
spot O
riyal O
was O
put O
at O
3.7504 O
/ O
06 O
to O
the O
dollar O
. O

One-month I-MISC
interbank O
deposits O
were O
at O
5-1/2 O
, O
3/8 O
percent O
, O
three O
months O
were O
5-5/8 O
, O
1/2 O
percent O
and O
six O
months O
were O
5-3/4 O
, O
5/8 O
percent O
. O

One-year I-MISC
funds O
were O
at O
six O
, O
5-7/8 O
percent O
. O

Israel I-LOC
approves O
Arafat I-PER
's O
flight O
to O
West I-LOC
Bank I-LOC
. O

JERUSALEM I-LOC
1996-08-22 O

Israel I-LOC
gave O
Palestinian I-MISC
President O
Yasser I-PER
Arafat I-PER
permission O
on O
Thursday O
to O
fly O
over O
its O
territory O
to O
the O
West I-LOC
Bank I-LOC
, O
ending O
a O
brief O
Israeli-PLO I-MISC
crisis O
, O
an O
Arafat I-PER
adviser O
said O
. O

" O
The O
problem O
is O
over O
. O

The O
president O
's O
aircraft O
has O
received O
permission O
to O
pass O
through O
Israeli I-MISC
airspace O
but O
the O
president O
is O
not O
expected O
to O
travel O
to O
the O
West I-LOC
Bank I-LOC
before O
Monday O
, O
" O
Nabil I-PER
Abu I-PER
Rdainah I-PER
told O
Reuters I-ORG
. O

Arafat I-PER
had O
been O
scheduled O
to O
meet O
former O
Israeli I-MISC
prime O
minister O
Shimon I-PER
Peres I-PER
in O
the O
West I-LOC
Bank I-LOC
town O
of O
Ramallah I-LOC
on O
Thursday O
but O
the O
venue O
was O
changed O
to O
Gaza I-LOC
after O
Israel I-LOC
denied O
flight O
clearance O
to O
the O
Palestinian I-MISC
leader O
's O
helicopters O
. O

Palestinian I-MISC
officials O
accused O
right-wing O
Prime O
Minister O
Benjamin I-PER
Netanyahu I-PER
of O
trying O
to O
stop O
the O
Ramallah I-LOC
meeting O
by O
keeping O
Arafat I-PER
grounded O
. O

Arafat I-PER
subsequently O
cancelled O
a O
meeting O
between O
Israeli I-MISC
and O
PLO I-ORG
officials O
, O
on O
civilian O
affairs O
, O
at O
the O
Allenby I-LOC
Bridge I-LOC
crossing O
between O
Jordan I-LOC
and O
the O
West I-LOC
Bank I-LOC
. O

Abu I-PER
Rdainah I-PER
said O
Arafat I-PER
had O
decided O
against O
flying O
to O
the O
West I-LOC
Bank I-LOC
on O
Thursday O
, O
after O
Israel I-LOC
lifted O
the O
ban O
, O
because O
he O
had O
a O
busy O
schedule O
in O
Gaza I-LOC
and O
would O
not O
be O
free O
until O
Monday O
. O

Arafat I-PER
to O
meet O
Peres I-PER
in O
Gaza I-LOC
after O
flight O
ban O
. O

JERUSALEM I-LOC
1996-08-22 O

Yasser I-PER
Arafat I-PER
will O
meet O
Shimon I-PER
Peres I-PER
in O
Gaza I-LOC
on O
Thursday O
after O
Palestinians I-MISC
said O
the O
right-wing O
Israeli I-MISC
government O
had O
barred O
the O
Palestinian I-MISC
leader O
from O
flying O
to O
the O
West I-LOC
Bank I-LOC
for O
talks O
with O
the O
former O
prime O
minister O
. O

" O
The O
meeting O
between O
Peres I-PER
and O
Arafat I-PER
will O
take O
place O
at O
Erez I-LOC
checkpoint O
in O
Gaza I-LOC
and O
not O
in O
Ramallah I-LOC
as O
planned O
, O
" O
Peres I-PER
' O
office O
said O
. O

Palestinian I-MISC
officials O
said O
the O
Israeli I-MISC
government O
had O
barred O
Arafat I-PER
from O
overflying O
Israel I-LOC
in O
a O
Palestinian I-MISC
helicopter O
to O
the O
West I-LOC
Bank I-LOC
in O
an O
attempt O
to O
bar O
the O
meeting O
with O
Peres I-PER
. O

Israeli I-MISC
Prime O
Minister O
Benjamin I-PER
Netanyahu I-PER
has O
